Tweets,Label
AYAW NIYO KAMI MAGKA CORONAVIRUS KAYA NAG ONLINE CLASS PERO PAPATAYIN NAMAN KAMI NG MGA HOMEWORKS AND ALL NA SABAY SABAY PINAPAGAWA NG MGA TEACHERS. HALOS DI NA NGA KAMI KUMAIN PARA LANG MAKAPAGPASA MG HOMEWORK TIL 11:59. THEN NAKAKASAKIT DIN SA ULO YUNG ALL DAY NAKATUTOK SA,Negative
EWAN KO HA???? PERO NAKAKAGAGO YUNG MGA SUBJECT TEACHERS NA MAGSESET NG ORAS NG DEADLINE!!!!! HAHAHAHAHA KNOWING NA ONLINE CLASS TAYO AND HINDI LANG KAYO YUNG MGA SUBJECTS NAMIN??????!!! MAKAKAPAGSET PA KAYO NG ORAS NG DEADLINE?? OKAY LANG SANA KUNG 11:59PM PERO WAG NAMAN SANANG,Negative
YUNG BOBO KA NA NGA TAPOS SELF STUDY PA! 🤯🤯🤯 YOKO NA MAG ONLINE CLASS 😭,Negative
tanginang online class to hirap ng kulang sa gadgets!,Negative
Nakaka-drain ang online class.,Negative
"I wanna ditch my class this morning but I am paying for it, and ako mawawalan hindi si teacher so yeah! Online class tayo",Neutral
YUNG NAKAKAIYAK NA YUNG ONLINE CLASS TAPOS BIGLA SYANG NAGCHAT SAYO HAHAHAH HAPPY KA BB?,Neutral
Legit boi mas nakakabobo yung online class kaysa sa actual class,Negative
Kaya ayako ng online class eh HAHAHA umay ampota,Negative
Recit through online class is scarier than face to face 🙃,Negative
putangina litong lito na ko sa online class namen hayup 😭😭😭,Negative
@zinampanerika HAHAHAHAHA malate sa online class 👀,Neutral
Gusto ko dumaldal sa online class pero diko magawa HAHAHAHAAHAAH,Neutral
Buti nalang talaga binawasan nila ung time sa online class sa Zoom at Google Meet nakaka sakit kaya sa mata!  Haysss Experiment pa more UL,Negative
@jwllbllstrs di ko alam kung baket online class na nga lang sobrang hirap pa. 3am na nga ko natulog pero di ko pa din natapos😭,Negative
Di naman siguro halata kapag di nagmake up for online class today no? Me so tamad.,Neutral
Tulog habang may online class 😂 @bldrsjhslyn,Neutral
self-study ata napasukan ko hindi online class charot🙉,Neutral
"kaya tinatamad ako mag online class eh, daming errors na nangyayare 🤦🏼",Negative
@ellapotttyyy 8 hours of online class awts gege,Neutral
Kaya pa ba? #Onlineclass  https://t.co/oMcxc9JAPB,Neutral
"kainis na wifi connection, kainis na online class!!!!",Negative
wag na magklase pre puro ka lang naman pacute sa online class. @kingmnld,Neutral
Pede bang itigil muna online class kase mas nakakapagod ih,Negative
Hindi na talaga ako natutuwa sa fucking online class na 'to,Negative
Mag rants man tayo about sa online class still di parin nila tayo papakinggan.,Negative
"Nakakaloka yung dati kong school. Online class na nga, may library fee pa na 3,417!!! Hello!! Marunong sila gumamit ng google!hahahaha",Neutral
Edi kayo na nag o online class mawalan sana kayo ng signal,Neutral
mag-enroll daw ako ng online class??,Neutral
Kuya online class ba to grabe ka,Neutral
Nabobo na ako sa online class potaa,Negative
First late ko sa Online class Kanina HAHA,Neutral
ayoko na po online class :(((,Negative
AYOKO NG PUTANGINANG ONLINE CLASS NA YAN!!!!!!,Negative
"sa face to face nga sobrang inaantok kami, paano pa kaya kapag online class na tapos 6hrs pa. ehe nice zer :&gt;",Negative
Pwede na po sa Online Class 🤘  https://t.co/cFliDk8z3q,Neutral
Siguro naging tinola na yung manok ng kaklase ko............ tamang tilaok lang kasi kanina habang nasa online class  https://t.co/GjBRiLldWP,Neutral
Sana ready ako para sa online class hanoo!!!,Positive
legit na wala talaga kong natutunan sa pakening online class na yan,Negative
anxious on prefinals is the worst thing in online class.,Negative
Ibang klaseng pagod 'tong online class haha hirap talaga matuto dito,Negative
Kaka stress di pa nga nag start online class namin :(,Negative
"ONLINE CLASS SA MGA MADALING MAKAINTINDI PERO PANO NAMAN KAMI NA NAHIHIRAPAN NA NGANG UMINTINDI NG LESSONS SA FACE TO FACE NA SET UP, HOW MUCH MORE IF ONLINE? Ay sorry, di nga naman pala ninyo kasalanan na slow learner kami and mahirap mag sink in yung lessons sa utak namin.",Negative
@jastinpunzalan @kylevst Manahimik muna tayo habang naka online class shhhh😂,Neutral
pagod na po mata ko sa online class na itu. pero aja padin!!,Negative
"3030 - heyy, goodluck sa college life atee and enjoy langsa online class, sayaw na tayo ulett, sobrang ganda mo talagaaa, imissyouu and iloveyouu, keep safeee mwaa❤️",Neutral
"69 - so ayun tall goodluck sa shs life, enjoy lang sa shs ahh kahit online class muna, kaya mo yan, missyouu and keepsafe tall❤️",Neutral
Alam Kong mahirap Ang online class pero wag amumura sa GC HHAHAHHAHH,Negative
Masyado ata ako naddrain sa online class 😴 inaantok na ko ngayon ee hahahaha 😴😴,Negative
Struggle pag online class na nawawala ang net,Negative
@njbareman online class lang ba talaga?,Neutral
"honestly, i want to stop. online class/modules learning is not for me",Negative
Online class daig pa nag ooffice eh HAHAHAHAHA output,Negative
online class pa nga🤦🏽‍♀,Neutral
"Gusto ko na mag drop, di ko na kaya online class.",Negative
"nakakapraning ang online class, pakiramdam ko may hindi ako nagagawa o naipapasang activity",Negative
first day of online class 🙂  https://t.co/Zgz8J09dzt,Neutral
This online class is draining the shit out of me....  https://t.co/mRe2Va60Xr,Negative
start ng online class namin tapos wala talaga ako magets tapos ang hirap pa kasi wala ako kadaldalan sa mga topic not like noon pag may di ako nagets ine-explain sakin maayos nila france hays,Negative
Tangina may time na dika makapasok sa zoom or google meet may time na mahina internet may time na nag babrown out putanginang online class!!!!!!!,Negative
Week 2 of Online Class naiiyak na ako kasi lahat ng ina advance reading ko di napasok sa utak ko 😢,Negative
@daracardino Online class pa nga hahahahaahahaha,Neutral
Ano kayang mangyayari samin sa Online Class?,Neutral
Akala ko masaya online class putangina issa prank pala gagooo,Negative
"Hahahahaha pano yun, kami nag eenroll sa mga ka batch mates namin for online class. Edi #MAS #ADIK #AKO ?? #adikako",Neutral
nawawala focus ko sa online class di mo alam kung marami ba districtions or tamad lang ako or ineffective lang talaga,Neutral
ang naappreaciate ko lang sa online class... is the fact na pwede ako di magsuot ng bra,Neutral
mah boy so goddamn busy with his online class. 🙄,Neutral
Ang sakit ng likod ko. Ang sakit ng mata ko. Ang sakit ng ulo ko. Online class pa. Hello @DepEd_PH,Negative
"pre, seryoso lang, mas nakaka-pressure 'yung online class kaysa sa physical class, sa truuu lang",Negative
pinagtatawanan tuloy ako ni mama sa dami kong reklamo sa online class! HAHAHAHAHAHAHHA,Negative
"parang gusto ko na tuloy gumawa ng facebook account na pang online class, nakakalito sa dami ng nag chachat sa pm at sa mga gc!!!",Neutral
Bat mas nakaka pagod ang online class kesa sa klase talaga?,Neutral
Bakit mas nakakapagod pa ang online class kesa sa normal class? :(,Neutral
fvck online class,Negative
sobrang nakakadrain online class,Negative
doble hirap nga sa online class na ito. 😌,Negative
"tangena bHie, bakit iniiyakan ko yung online class HAHAHAHA",Neutral
i need a break from online class ! 😭  https://t.co/IZY9kWw7wa,Neutral
online class ba to o online pasahan? sheEet HAHAHAHHA :((,Neutral
Mas gugustuhin ko pang iyakan yung face to face na klase kesa dito sa online class na to.,Neutral
eto yung mga manok mo as bg noise sa online class 🤣,Neutral
Me in online class  https://t.co/L3133AzviA,Neutral
sa tunay ayoko na mag online class.........•,Negative
Grabe tawa ko sa forst online class ko potaena HAHAHAHAHA,Neutral
DI NAKO HIRAP MAG ONLINE CLASS HUHUHU,Positive
sana 8-12 nalang lagi online class namin ☹️,Neutral
"Sana friday na, umay na ko sa online class",Negative
1st day of online class😊,Neutral
tinatamad ako umattend online class 😩,Negative
Lutang sa unang araw ng online class,Neutral
parang umiimpis na yung pwet ko dahil sa online class na itu 😩 HAHAAHHAHAHA char 1/2,Neutral
#AcademicFreezeNOW pero 2weeks nako nasa online class hahaha  https://t.co/5M6gTtJxY9,Neutral
"Decided to drop MaEd. Tae. Walang kwenta ‘tong online class!!! Hindi sayang ang taon. Sayang ang pera, oras at effort!!!",Negative
Required ba talagang maligo bago mag online class? HAHAHAHA naliligo kasi ako muna ako e,Neutral
TANGINA MO ONLINE CLASS,Negative
panget mo online class,Negative
inaantok ako tae. pero may online class pa kami mayang 12:30-2:00 huhu,Neutral
nahihirapan na po kami sa online class 🥺,Negative
grabeeee makanginig online class:(((,Negative
okay lang online class basta give me a study buddy besides me,Neutral
Akala ata nila wala akong online class? Hahaha makapagsalita 😬😬😬,Neutral
Nagstart na online classes namin pero di maramdaman kung online class ba or nagsasayang lang ako ng kuryente,Negative
"Gusto ko yung gigising akong 6am para ihanda almusal ni Dylan, iset up yung laptop for online class, ihanda gamit nya, mamalengke, magluto, magsaing, maglinis ng bahay, maglaba. Repeat.  WIFE ME.",Neutral
What is accomplishment without learning? Ohhh online class☹,Neutral
grabe dko na alam gagawin dito sa putanginang online class gusto ko na lang pumikit tapos wag na gumising hahahahahahhahahahaha,Negative
tagal ng vaccine!!!! gusto ko na ng normal na klase!!!! hirap mag online class #AcademicFreezeNOW,Negative
Kala ko among us yung online class ang daming task e!!!,Negative
Ready for online class alagang valenzuela  https://t.co/fUreot6V09,Positive
online class ft. twitter,Neutral
UMAY ONLINE CLASS PROMISE,Negative
sana walang prof na maguubos ng oras sa online class para magkwento tungkol sa mga manok nyang panabong,Neutral
di ko siguro kayanin mag online class pag dating sa midterms. :(((,Negative
sarap ng online class puro attendance hahah,Positive
BWESIT NA ONLINE CLASS!,Negative
"Swear absentee ako nung face to face pero mas nakaka stress online class. U need to pass the requirements, do the quizzes without really knowing the meaning of what you're doing. Fuck. Di nalang sana ako nag enroll",Negative
"Nagsisimula pa lang online class, nawawalan na ko gana.",Negative
"grabeee, umpisa palang ng pagpapasa ng mga activites susuko na ako huhuhu, sobrang hirap po ng online class. Mababaliw ka ng wala sa oras shutaaaaaaaa",Negative
ewan ko bago mag online class mandatory atang maligo saken ampotek aamuyin ata ako eh HAHAHAHAHQ,Neutral
@owwwkei @PLDT_Cares HAHAHAHAHA SAYANG TF DI MAKAPAG ONLINE CLASS NG MAAYOS MABAGAL @owwwkei,Neutral
"Kahit sa online class, attendance agad eh HAHAHHAHA",Neutral
May online class po ba ngayon? Kung meron dapat wala haha,Neutral
ito na naman po tayo sa online class 🤦🏻‍♀️,Neutral
Ngayon palang sinasanay ko na magising nang maaga. Co'z online class is waving.,Neutral
PERS DAY NG ONLINE CLASS PA NGA HAHAHAH NAPAKA AGA,Neutral
Kamusta kaya eye vision ko after this fucking #Onlineclass,Negative
"literal na wala pang nababasa at naaaral sa law, pagdasal niyo ako sa online class mamayang umaga.",Neutral
ngayon naniniwala na ako na hindi porkit may willingness ka na matutunan ang isang bagay e matutunan mo😢 TANGINAMOOO ONLINE CLASS PAKYUUUU KA PINAIYAK MO KO,Negative
Hindi pa nag tatagal online class pero eto kami paiyak na🥺,Negative
edi bahala na hahaha online class naman eh kaya wala rin,Neutral
"SA ONLINE CLASS..,,",Neutral
Online class naman pero bakit may kaba parin,Neutral
"Nakaka bagot na online class, 24/7 halos ah 🙃",Negative
So nakakapayat pala ang online class❤️ breakfast and ice nagiging nutrition ko everyday hihi,Neutral
"Ako lang ba yung, parang mas madali mag recite kapag online class kaysa sa may face to face hehe ewan ko lang kasi kapag may pasok nahihiya ako nagrecite kahit gusto ko",Neutral
My back hurts. Pwede ba dumapa pag online class?,Neutral
Good luck sa online class mo...  https://t.co/juDwHKmO9g,Neutral
Bakit ang bilis ng oras pag online class samantalang nung nasa school nagaaral antagal para ng oras,Neutral
When online class goes on😇  https://t.co/87S2Pu34zq,Neutral
Kaya pa ang online class?   Me:  https://t.co/VBYnxwOcKq,Neutral
"Ang hirap dito sa online class:  Problema mo na yung online class, problema mo pa yung mga tao sa bahay kung san ka nag-oonline class.  Di tulad kung pumapasok sa school, alis ka maaga, uwi ka late. Tulog ka karating. Kanya kanyang problema ba, di yung tulad neto damay-damay kayo",Negative
Ayoko na mag online class 🥴,Negative
"dami kona nakikitang nag rarants about online class, nakikita kona sarili ko mastress ulit.",Neutral
grabe tong online class na to,Neutral
Mahigpit na yakap sa mga estudyanteng nag struggle sa online class. 💜,Neutral
sino gusto mag online class mamaya?,Neutral
Ako lang yata yung excited na sa online class kahit alam kong sobra akong mahihirapan sa kinuha kong course? HAHAHAHAHAHAHA,Positive
Sa sobrang hirap ng online class yung mga applicants namin halos puro teachers,Negative
Online class sa umaga online seller/ taga deliver kapag walang klase :)) walang imposible lalo kapag gustoo🤗😇  https://t.co/6MshzkrVov,Neutral
Attend muna ng online class,Positive
SANA PAG NAG START ONLINE CLASS NAMIN WAG NAMAN SANA TAMBAK IPAGAWANG ACTIVITIES,Neutral
"Ang saket ng fcking balakang ko, yeah gawa pa more sa online class.",Negative
hOyyY! Napapagod ako sa Online Class :(( #AcademicFreezeNOW,Negative
"AND BESIDES, ADMIT IT OR NOT, WE'RE NOT REALLY LEARNING. WE JUST PASS REQS FOR THE SAKE OF GRADES DAHIL SA TAKOT. IT'S SO FRUSTRATING, DEJECTING AND DRAINING. LEARNING ISN'T EVEN THE GOAL OF THIS ONLINE CLASS ANYMORE!!",Negative
